ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,FLAG_NM,REGIST_AT,TEL_NO,OPNNG_DE,REGIST_DC,REGIST_DE,REGIST_NO,HMPG_ADDR,SOUND_PROVD_AT,SOUND_UTILIIZA_PRICE,MOBILE_PROVD_AT,LND_AR_VALUE,BULD_AR_VALUE,DSPY_AR_CN,AR_CN,EDC_FCLTY_AR_VALUE,OFFM_AR_CN,DATA_SPCE_AR_VALUE,DATA_CO,PBLPRFR_CAS_CO,TOT_PROGRM_CO,OPNNG_DAY_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,VIEWNG_PRICE,INFN_VIEWNG_PRICE,SCHBOY_VIEWNG_PRICE,MSKLSD_VIEWNG_PRICE,ADULT_VIEWNG_PRICE,GRP_DSCNT_RT,ETC_DSCNT_RT,DSCNT_CN,FRE_TRGET_CN,SPECL_VIEWNG_PRICE,INFN_SPECL_VIEWNG_PRICE,SCHBOY_SPECL_VIEWNG_PRICE,MSKLSD_SPECL_VIEWNG_PRICE,ADULT_SPECL_VIEWNG_PRICE,GRP_SPECL_VIEWNG_RT,ETC_SPECL_VIEWNG_DSCNT_RT,ETC_SPECL_VIEWNG_DSCNT_CN,FRE_SPECL_VIEWNG_PRICE,NMPR_CO,GVRNM_EMP_SM_CO,QUALF_HOLD_CO,TOT_CNTRCT_EMP_CO,CNTRCT_EMP_CRTFCT_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_INTN_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,CURTR_QUALF_HOLD_CO,CURTR_NTHG_QUALF_HOLD_CO,PRFSN_CO,GNRL_EMP_CO,PRVATE_INTN_CO,PRVATE_VLNTER_CO,RM_CN,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDMART25N000000021","문화시설","미술관","상원미술관(휴관)","서울","종로구","1111018300","평창동","1111056000","평창동","111104100504","서울특별시 종로구 평창31길 27","03004","다사538570","126.976606","37.61164873","사립","1종","02-396-3185","2003.09.23","O","2005.06.09","서울-사립13-2005-04호","www.imageroot.co.kr","X",,"X","223","343","219",,,"13","11","15,000",,,"0","-","-","3,000","2,000","2,000","2,000","3,000","10","30~50","예술인패스 소지자 30%, 지역주민 50% 등","만 65세 이상, 만 3세 미만, 국가유공자, 장애인, 멤버쉽카드 소지자 등","2,000","1,000","1,000","1,000","2,000","10","30~50","예술인패스 소지자 30%, 지역주민 50% 등","만 65세 이상, 만 3세 미만, 국가유공자, 장애인, 멤버쉽카드 소지자 등","2","0","0",,,,,,,"1",,,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000022","문화시설","미술관","서울서예박물관","서울","서초구","1165010800","서초동","1165053000","서초3동","116502000003","서울특별시 서초구 남부순환로 2406","06757","다사570424","127.0142152","37.4802402","사립","1종","1668-1352","1988.02.15","O","2002.03.12","서울-사립13-2002-01호","www.sac.or.kr","X",,"X","2,507","8,917","1,423",,,,"93","1,000","연21회",,"301","88,482","294",,,,,,,,,,"0~24,000","0~12,000","0~18,000","0~18,000","0~24,000","약 20","전시별 상이","전시별 상이","전시별 상이","10","0","0",,,,,,,"5","2","1","1","1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000023","문화시설","미술관","성곡미술관","서울","종로구","1111012100","신문로2가","1111053000","사직동","111104100010","서울특별시 종로구 경희궁길 42","03175","다사531528","126.9697036","37.57351051","사립","1종","02-737-7650","1995.11.08","O","1995.10.23","서울-사립13-1995-02호","www.sungkokmuseum.org","X",,"X","4,530","1,530","1,109",,"421","288","288",,"연6회","7","200","56,195","281",,,,,,,,,,"5,000","0","0","5,000","5,000","20","20","예술인패스/65세이상/유공자/장애인","ICOM","18","0","0",,,,,,,"9","6",,,"1","2",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000024","문화시설","미술관","세종문화회관 미술관","서울","종로구","1111011900","세종로","1111053000","사직동","111102005001","서울특별시 종로구 세종대로 175","03172","다사537526","126.9761683","37.57184786","사립","2종","02-399-1114","1978.04.14","O","2015.12.16","서울-사립21-2015-09호","www.sejongpac.or.kr","전시별 상이",,"O","55,758","64,058","5,478",,"127","64","116","35,000","연6회",,"313","150,558","481",,,,,,,,,,,,,,,,,,,"18","0","0",,,,,,,"9","3",,,"6",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000025","문화시설","미술관","세화미술관","서울","종로구","1111012000","신문로1가","1111053000","사직동","111103005004","서울특별시 종로구 새문안로 68","03184","다사533523","126.9721395","37.56964251","사립","1종","02-2002-7789","2017.10.30","O","2017.01.31","서울-사립13-2017-01호","www.sehwamuseum.org","O","무료","O","4,815","2,133","1,125",,"44","34","27","500","연4회","12","208","17,810","86",,,,,,,,,,"전시별 상이","전시별 상이","전시별 상이","전시별 상이","전시별 상이","전시별 상이","전시별 상이","전시별 상이","ICOM 회원, 문화누리카드, 예술인패스, 문화가 있는날, 직장인 무료(목 11:00-14:00)","18","0","0",,,,,,,"9","6",,,"3",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000026","문화시설","미술관","소마미술관","서울","송파구","1171011100","방이동","1171056600","오륜동","117103123023","서울특별시 송파구 올림픽로 424","05540","다사660468","127.1155179","37.5203397","사립","1종","02-425-1077","2004.09.16
2018.09.14","O","1998.12.31","서울-사립13-1998-02호","www.soma.kspo.or.kr","X",,"X","692,367","13,217","2,412",,"429","1,952",,,"기획전(연4회)","24","245","53,183","217",,,,,,,,,,"5,000","0","3,000","4,000","4,000","50",,"(1천원 할인)1,2관 동시관람, 송파구, 강동구 지역주민 할인 등","만6세 이하, 만 65세 이상, 국가유공자, 장애인, ICOM회원 등","216","0","0",,,,,,,"108","6",,,"7",,"95",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000027","문화시설","미술관","아라리오뮤지엄 인 스페이스","서울","종로구","1111014900","원서동","1111060000","가회동","111103100010","서울특별시 종로구 율곡로 83","03058","다사548532","126.9883576","37.5777622","사립","1종","02-736-5700","2014.09.01","O","2014.12.10","서울-사립13-2014-08호","www.arariomuseum.org","O","무료","O","751","1,061","919",,,"23","11","824","연2회","1","310","22,480","73","15,000","입장불가","6,000","9,000","15,000","20","50","65세 이상 경로자, 장애인 50% 할인
삼성카드 10% 할인, 프리미엄카드 월1회 무료입장(본인적용)
현대카드 20% M포인트 사용 (현장결제 시 적용)
10인 이상 단체 20%, 학생 단체 10명 이상 30%",,,,,,,,,,,"12","0","0",,,,,,,"6","3","1","1","1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000028","문화시설","미술관","아르코미술관","서울","종로구","1111016800","동숭동","1111064000","이화동","111104100075","서울특별시 종로구 동숭길 3 한국문화예술진흥원","03087","다사561535","127.0032562","37.58050229","사립","1종","02-760-4850","1979.05.21","O","2006.08.07","서울-사립13-2006-05호","www.arko.or.kr","O","무료","X","5,618","2,999","716",,"227","99","146","11,700","연6회","46","235","58,268","248",,,,,,,,,"전체",,,,,,,,,"전체","44","0","0",,,,,,,"22","3",,,"18","1",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000029","문화시설","미술관","아모레퍼시픽미술관","서울","용산구","1117012500","한강로2가","1117062500","한강로동","111702005005","서울특별시 용산구 한강대로 100","04386","다사530478","126.9686736","37.52879118","사립","1종","02-6040-2345","2018.02.23","O","2018.05.02","서울-사립13-2018-01호","apma.amorepacific.com","O","무료","O","6,962","6,962","3,122",,"192","652","58","10,000","연3회","1","236","90,000","381",,,,,,,,,,"16,000","8,000","12,000","12,000","16,000",,"50","국가유공자 및 장애인 등","아모레퍼시픽 임직원, ICOM카드 소지자, 36개월 미만 등","82","0","0",,,,,,,"41","12","8","8","13",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000030","문화시설","미술관","아트선재센터","서울","종로구","1111014200","소격동","1111054000","삼청동","111104100236","서울특별시 종로구 율곡로 3길 87","03062","다사542534","126.9818392","37.57946353","사립","1종","02-733-8949","1998.07.04","O","1995.04.22","서울-사립13-1995-01호","www.artsonje.org","X",,"X","4,797","1,472","1,276",,"1,023","148",,,"연10회","19","266","46,000","173",,,,,,,,,,"10,000","0","5,000","5,000","7,000","30","30","20명 단체","그 외 연령 및 장애인, ICOM‧CIMAM‧서울시미술관협의회 카드 소지자","48","0","0",,,,,,,"24","9","2","2","4","1","6",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000031","문화시설","미술관","아트센터나비미술관","서울","종로구","1111012300","서린동","1111061500","종로1.2.3.4가동","111103100013","서울특별시 종로구 종로26 SK서린빌딩 4층","03188","다사541523","126.9803037","37.56969128","사립","1종","02-2121-1031","2000.12.20","O","1992.11.23","서울-사립13-1992-01호","www.nabi.or.kr","X",,"X","1,059","1,059","432",,,"80","90","6,012","연2회","86","246","20,000","81",,,,,,,,,"전체",,,,,,,,,"전체","38","0","0",,,,,,,"19","6","3","3","3","4",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000032","문화시설","미술관","유리지공예관","서울","서초구","1165010300","우면동","1165065100","양재1동","116503206129","서울특별시 서초구 중앙로 555","06766","다사568399","127.0123542","37.45775784","사립","1종","02-578-6663","2004.10.08","O","2005.08.27","서울-사립13-2005-07호","yoolizzycraftmuseum.org","X",,"X","1,217","618","254",,"207","18","30","1,500","연1회",,"180","540","3",,,,,,,,,"전체",,,,,,,,,,"2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000033","문화시설","미술관","일민미술관","서울","종로구","1111011900","세종로","1111061500","종로1.2.3.4가동","111102005001","서울특별시 종로구 세종대로 152","03187","다사538524","126.9776571","37.56986776","사립","1종","02-2020-2050","1994.07.19","O","1996.12.19","서울-사립13-1996-04호","www.ilmin.org","X",,"O","901","2,364","958",,"75","159","31","401","연3회","8","155","21,499","139",,,,,,,,,,"7000/9,000/12,000","0","5,000/7,000/10,000","5,000/7,000/10,000","5,000/7,000/10,000","1000원 할인","50","장애인, 65세 이상, 문화가 있는 날 50% 할인 등","미취학 아동, 매주 수요일 점심 직장인 무료, 의사상자","28","0","0",,,,,,,"14","8","1","1","4",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000034","문화시설","미술관","자하미술관","서울","종로구","1111018400","부암동","1111055000","부암동","111104100460","서울특별시 종로구 창의문로 5가길 46","03022","다사523545","126.9603062","37.58937711","사립","1종","02-395-3222","2008.03.01","O","2010.12.23","서울-사립13-2010-06호","www.zahamuseum.org","X",,"O","990",,"712",,"33","13","33","10,000","연6회","10","233","7,410","32",,,,,,,,,,"2,000","0","0","0","2,000","50",,,"어린이, 청소년, 문화소외계층, 65세 이상","8","0","0",,,,,,,"4","4",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000035","문화시설","미술관","(재)한원미술관","서울","서초구","1165010800","서초동","1165053000","서초3동","116502000003","서울특별시 서초구 남부순환로 2423 한원빌딩 B1","06719","다사571426","127.0154357","37.48178113","사립","1종","02-588-5642","1993.12.16","O","1993.05.14","서울-사립13-1993-07호","www.hanwon.org","X",,"X","2,201","480","361",,"19","24",,,"연2회",,"158","3,170","20",,,,,,,,,"전체",,,,,,,,,,"4","0","0",,,,,,,"2","1",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000036","문화시설","미술관","코리아나미술관","서울","강남구","1168010700","신사동","1168054500","압구정동","116803005086","서울특별시 강남구 언주로 827","06024","다사587472","127.0328115","37.52407043","사립","1종","02-547-9177","2003.11.20","O","2006.09.05","서울-사립13-2006-08호","www.spacec.co.kr","O","무료","X","576","1,195","641",,"95","147","70","4,000","연2회","17","149","2,244","15",,,,,,,,,,"5,000","0","4,000","4,000","4,000","0","30","예술인패스","7세 이하, 65세 이상, 장애인","14","0","0",,,,,,,"7","6",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000037","문화시설","미술관","토탈미술관","서울","종로구","1111018300","평창동","1111056000","평창동","111104100505","서울특별시 종로구 평창 32길 8","03004","다사537570","126.9756281","37.61214173","사립","1종","02-379-7037","1986.10.26","O","2006.11.17","서울-사립13-2006-09호","totalmuseum.org","X",,"X","620","661","561",,"96","30","152",,"연8회","10","185","2,876","16",,,,,,,,,"전체","10,000-7,000","5,000","5,000","5,000","7,000","30",,,"경로(만65세 이상), 영유아(만6세 이하), 장애인(동반1인), 국가유공자(동반1인), 평창동 주민, 서울예고 재학생, 예술인패스, ICOM 회원","14","0","0",,,,,,,"7","2","1","1","1","2",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000038","문화시설","미술관","포스코미술관","서울","강남구","1168010600","대치동","1168063000","대치4동","116803122010","서울특별시 강남구 테헤란로 440 지하1층","06194","다사607452","127.056131","37.50581497","사립","1종","02-3457-1665","1998.02.13","O","1998.02.13","서울-사립13-1998-01호","www.poscoartmuseum.org","X",,"X","포스코센터","691","691",,,"52",,,"연5회","5","213","24,694","116",,,,,,,,,"전체",,,,,,,,,"전체","4","0","0",,,,,,,"2","2",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000039","문화시설","미술관","한가람디자인미술관","서울","서초구","1165010800","서초동","1165053000","서초3동","116502000003","서울특별시 서초구 남부순환로 2406","06757","다사570424","127.0142152","37.4802402","사립","1종","1668-1352","1999.11.01","O","2002.05.20","서울-사립13-2002-02호","www.sac.or.kr","X",,"X","2,572","11,853","1,394",,,"70",,,"연7회",,"315","275,997","876",,,,,,,,,,"0~24,000","0~12,000","0~18,000","0~18,000","0~24,000","약 20%","전시별 상이","전시별 상이","전시별 상이","10","0","0",,,,,,,"5","2","1","1","1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000040","문화시설","미술관","한가람미술관","서울","서초구","1165010800","서초동","1165053000","서초3동","116502000003","서울특별시 서초구 남부순환로 2406","06757","다사570424","127.0142152","37.4802402","사립","1종","1668-1352","1990.10.17","O","2002.05.20","서울-사립13-2002-03호","www.sac.or.kr","X",,"X","5,914","15,743","3,805",,,"145",,,"연37회",,"330","800,146","2,425",,,,,,,,,,"0~24,000","0~12,000","0~18,000","0~18,000","0~24,000","약 20%","전시별 상이","전시별 상이","전시별 상이","12","0","0",,,,,,,"6","3","1","1","1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000041","문화시설","미술관","뮤지엄 한미","서울","송파구","1171011100","방이동","1171056200","방이2동","117102123002","서울특별시 송파구 위례성대로 14","05545","다사658464","127.1139562","37.51659259","사립","1종","02-418-1315","2003.11.21","O","2003.11.21","서울-사립13-2003-07호","museumhanmi.or.kr","X",,"X","1,446","735","347",,,"66","40",,"연2회",,"200","3,000","15",,,,,,,,,"예약자, 한미약품 직원",,,,,,,,,,"30","0","0",,,,,,,"15","7","2","2","1","3",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000042","문화시설","미술관","헬로우뮤지움","서울","성동구","1120011500","성수동2가","1120069000","성수2가3동","112004109361","서울특별시 성동구 성수일로 12길 20","04793","다사605499","127.0532505","37.54817447","사립","1종","02-3217-4222","2007.11.14","O","2007.12.06","서울-사립13-2007-08호","www.hellomuseum.com","X",,"X","960","493","234",,,"67","43",,"연17회","15","251","6,255","25",,,,,,,,,,"5,000","5,000","5,000","5,000","5,000","20","30","1. 성동구민 일반관람 30% 할인
2. 다자녀 할인 (다둥이 카드 소지자에 한해 어린이 2명이상 입장시 20% 할인)","1. 24개월 미만 유아
2. 수요일 조부모 무료
3. Icom 카드 소지자
4. 국가유공자 및 독립운동가 후손/유족
5. 4~5급 장애인","18","0","0",,,,,,,"9","6",,,"1",,"2",,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000043","문화시설","미술관","환기미술관","서울","종로구","1111018400","부암동","1111055000","부암동","111104100293","서울특별시 종로구 자하문로 40길 63","03020","다사528550","126.9661137","37.59408777","사립","1종","02-391-7701","1992.11.05","O","1993.07.21","서울-사립13-1993-09호","www.whankimuseum.org","X",,"X","2,908","1,840","1,197",,"212","130","100","2,000","연2회",,"46","24,225","527",,,,,,,,,,"전시별로 상이함",,,,,"20",,"예술인패스, 문화의 날(30%) 등","미취학아동, 장애인, ICOM카드 소지자, 행사주간 등","24","0","0",,,,,,,"12","6",,,"5","1",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000044","문화시설","미술관","뮤지엄한미삼청","서울","종로구","1111014000","삼청동","1111054000","삼청동","111104100156","서울특별시 종로구 삼청로 9길 45","03049","다사541544","126.9807217","37.58787115","사립","1종","02-733-1315","2022.12.21","O","2023.03.30","서울-사립13-2023-01호","museumhanmi.or.kr","O","무료","O","3,879","1,991","624",,"336","173","242","10,000","연6회","27","218","10,347","48",,,,,,,,,,"10,000","미취학 무료, 유치원 5000","8,000","8,000","10,000","10인 이상 단체  20%","만65세 이상 50%할인","종로구민, 학생, 직장인 등 50%","유아, 국가유공자, 복지카드, ICOM 카드 소지자, 아카데미 회원, 문화가 있는 날, 기타","30","0","0",,,,,,,"15","7","2","2","1","3",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000045","문화시설","미술관","이영미술관(휴관)","서울","성북구","1129010100","성북동","1129052500","성북동","112903107007","서울특별시 성북구 선잠로 97","02839","다사554557","126.9958631","37.59987774","사립","1종","031-213-8223","2023.07.03","O","2023.07.06","서울-사립13-2023-02호","www.icamkorea.org","X",,"X","569","325","329",,"16","33",,,"연1회",,"0","-","-","10,000","0","0","5,000","10,000",,,,,,,,,,,,,,"6","0","0",,,,,,,"3","2",,,"1",,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000046","문화시설","미술관","서울과학기술대학교 미술관","서울","노원구","1135010300","공릉동","1135060000","공릉2동","113503005050","서울특별시 노원구 공릉로 232 다빈치관 224호","01811","다사626593","127.0767947","37.63307893","대학","2종","02-970-6215","2013.05.01","O","2013.06.13","서울-대학21-2013-04호","art.seoultech.ac.kr","X",,"X","148","140","104",,,"142",,,"연1회","1","200","4,400","22",,,,,,,,,"전체",,,,,,,,,"전체","1","0","0","1",,,,,,"0",,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000047","문화시설","미술관","서울대학교미술관","서울","관악구","1162010200","신림동","1162073500","대학동","116203120001","서울특별시 관악구 관악로 1","08826","다사512409","126.9481564","37.46628727","대학","1종","02-880-9504","2006.06.06","O","2006.05.09","서울-대학13-2006-04호","www.snumoa.org","O","무료","X","4,486","1,363","1,112",,"892","150","40",,"연5회","10","250","44,589","178",,,,,,,,,,,,,,,,,,"전체","10","4","4",,,"3","3",,,"0",,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000048","문화시설","미술관","숙명여자대학교문신미술관","서울","용산구","1117011000","청파동2가","1117055500","청파동","111704106365","서울특별시 용산구 청파로 47길 100","04310","다사527497","126.9650744","37.54547408","대학","1종","02-710-9280","2004.05.10","O","2005.03.11","서울-대학13-2005-02호","www.sookmyung.ac.kr/sites/moonshin/index.do","X",,"X","1,168","888","506",,"411","31","21",,"연2회",,"194","1,818","9",,,,,,,,,,,,,,,,,,"전체","2","0","0",,,,,,,"1","1",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000049","문화시설","미술관","부산광역시립미술관","부산","해운대구","2635010500","우동","2635052000","우2동","263503133044","부산광역시 해운대구 APEC로 58","48060","마라490869","129.1370273","35.16668716","공립","1종","051-740-2602","1998.03.20","O","1998.04.06","부산-공립13-1998-01호","www.art.busan.go.kr","O","무료","O","27,191","22,826","7,565",,"291","976","235","17,416","연1회","1","313","37,943","121",,,,,,,,,"전체",,,,,,,,,"전체","46","16","16",,"9","20",,,"1",,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000050","문화시설","미술관","부산현대미술관","부산","사하구","2638010300","하단동","2638056200","하단2동","263803006030","부산광역시 사하구 낙동남로 1191","49300","마라314803","128.9426936","35.10933193","공립","1종","051-220-7400","2018.06.15","O","2018.05.30","부산-공립13-2018-01호","www.busan.go.kr/moca","X",,"X","29,900","15,312","5,911",,"253","768","524","21,269","연9회","12","312","237,046","760",,,,,,,,,"전체",,,,,,,,,"전체","55","10","10","26",,"15","4",,,,,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000051","문화시설","미술관","디오티미술관","부산","금정구","2641010800","장전동","2641061000","장전2동","264103006032","부산광역시 금정구 금샘로 35","46240","마라434937","129.0767727","35.22888083","사립","1종","051-518-8480","2018.05.30","O","2018.05.30","부산-사립13-2018-01호","dotmuseum.co.kr","X",,"X","217","305","138",,"46","16",,,"연8회","9","247","9,500","38",,,,,,,,,"전체",,,,,,,,,"전체","16","0","0",,,,,,,"8","5","1","1",,"1",,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000052","문화시설","미술관","고은사진미술관","부산","해운대구","2635010500","우동","2635052000","우2동","263504199269","부산광역시 해운대구 해운대로 452번길 16","48089","마라494865","129.1412107","35.16328812","사립","1종","051-746-0055","2011.04.16","O","2012.12.03","부산-사립13-2012-05호","www.goeunmuseum.kr","O","무료","O","1,728","1,424","332",,"27","90","23","1,798","연4회","5","306","17,530","57",,,,,,,,,"전체",,,,,,,,,"전체","12","0","0",,,,,,,"6","6",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000053","문화시설","미술관","킴스아트필드미술관","부산","금정구","2641011300","금성동","2641070000","금성동","264104205376","부산광역시 금정구 죽전1길 29(금성동)","46237","마라413963","129.0542017","35.25241439","사립","1종","051-517-6800","2006.04.01","O","2009.01.23","부산-사립13-2009-01호","blog.naver.com/kafmuseum","X",,"X","1,316","1,019","962",,"28","21","35","400","연5회","4","230","1,100","5",,,,,,,,,"전체",,,,,,,,,"전체","6","0","0",,,,,,,"3","3",,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
"KCDMART25N000000054","문화시설","미술관","한광미술관(휴관)","부산","중구","2611010700","중앙동4가","2611051000","중앙동","261102000010","부산광역시 중구 중앙대로 130","48937","마라401803","129.0374232","35.10898719","사립","1종","051-469-0095","1996.11.22","O","1996.11.22","부산-사립13-1996-01호","www.asiaart.co.kr/index.php","X",,"X","729","609","583",,,,,,,,"0","-","-",,,,,,,,,"전체",,,,,,,,,"전체","0","0","0",,,,,,,"0",,,,,,,,"20260610","문화기반시설총람 2025","KC_478_DMSTC_MCST_ARTGR_2025","20251231"
