facility_type,ID,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,FCLTY_LO,FCLTY_LA,OPNNG_DE,OPNNG_DE_RAW,OPNNG_DE_PRECISION,OPNNG_DAY_CO,BASE_DE,LAST_CHG_DE,LND_AR_VALUE,EDC_FCLTY_AR_VALUE,DATA_SPCE_AR_VALUE,NMPR_CO,QUALF_HOLD_CO,GNRL_GVRNM_EMP_CO,CNTRCT_EMP_CO,PUBLIC_VLNTER_CO,ARTGR_EMP_CO,PRFSN_CO,PRVATE_VLNTER_CO,DATA_CO,TOT_PROGRM_CO,VIEWNG_NMPR_CO,DAY_AVRG_VIEWNG_NMPR_CO,MOBILE_PROVD_AT,SOUND_PROVD_AT,HMPG_ADDR,TEL_NO,OPNNG_DAY_CO_IQR_OUTLIER,LND_AR_VALUE_IQR_OUTLIER,EDC_FCLTY_AR_VALUE_IQR_OUTLIER,DATA_SPCE_AR_VALUE_IQR_OUTLIER,NMPR_CO_IQR_OUTLIER,QUALF_HOLD_CO_IQR_OUTLIER,GNRL_GVRNM_EMP_CO_IQR_OUTLIER,CNTRCT_EMP_CO_IQR_OUTLIER,PUBLIC_VLNTER_CO_IQR_OUTLIER,ARTGR_EMP_CO_IQR_OUTLIER,PRFSN_CO_IQR_OUTLIER,PRVATE_VLNTER_CO_IQR_OUTLIER,DATA_CO_IQR_OUTLIER,TOT_PROGRM_CO_IQR_OUTLIER,VIEWNG_NMPR_CO_IQR_OUTLIER,DAY_AVRG_VIEWNG_NMPR_CO_IQR_OUTLIER,IQR_OUTLIER_FLAG_COUNT,OPNNG_YEAR,BASE_YEAR,OPERATING_YEARS,REGION_GROUP,SIDO_SIGUNGU,LOG1P_LND_AR_VALUE,LOG1P_EDC_FCLTY_AR_VALUE,LOG1P_DATA_SPCE_AR_VALUE,LOG1P_NMPR_CO,LOG1P_DATA_CO,LOG1P_TOT_PROGRM_CO,LOG1P_VIEWNG_NMPR_CO,LOG1P_DAY_AVRG_VIEWNG_NMPR_CO
미술관,KCDMART25N000000112,마가미술관,경기,용인시,모현읍 동림리,모현읍,127.1927877,37.33175232,1998-10-10,1998.10.10,day,313.0,2025-12-31,2026-06-10,3337.0,259.0,78.0,6.0,0.0,,,,3.0,,,300.0,4.0,5000.0,16.0,X,X,www.magamuseum.co.kr,031-334-0365,False,False,False,False,False,False,,,,False,,,False,False,False,False,0,1998,2025,27,수도권,경기 용인시,8.11312710422178,5.560681631015528,4.3694478524670215,1.9459101490553132,5.707110264748875,1.6094379124341003,8.517393171418904,2.833213344056216
미술관,KCDMART25N000000113,맥아트미술관,경기,안산시,대부남동,대부동,126.6024191,37.21975458,2012-06-29,2012.06.29,day,310.0,2025-12-31,2026-06-10,40974.0,420.0,20.0,12.0,0.0,,,,6.0,2.0,,,5.0,35000.0,113.0,X,X,www.glassisland.co.kr,032-885-6262,False,True,False,False,False,False,,,,False,False,,,False,False,False,1,2012,2025,13,수도권,경기 안산시,10.62071740361203,6.042632833682381,3.044522437723423,2.5649493574615367,,1.791759469228055,10.463131911491967,4.736198448394496
미술관,KCDMART25N000000114,모란미술관,경기,남양주시,화도읍 월산리,화도읍,127.3237775,37.6504135,1990-04-28,1990.04.28,day,304.0,2025-12-31,2026-06-10,28484.0,111.0,,22.0,0.0,,,,11.0,2.0,,,4.0,5213.0,17.0,X,X,www.moranmuseum.org,031-594-8001,False,False,False,,False,False,,,,True,False,,,False,False,False,1,1990,2025,35,수도권,경기 남양주시,10.257132911914496,4.718498871295094,,3.1354942159291497,,1.6094379124341003,8.559102594493448,2.8903717578961645
미술관,KCDMART25N000000115,미메시스아트뮤지엄,경기,파주시,문발동,교하동,126.6890972,37.71664923,2013-04-05,2013.04.05,day,258.0,2025-12-31,2026-06-10,4645.0,107.0,25.0,28.0,0.0,,,,14.0,1.0,,4700.0,9.0,29500.0,114.0,X,X,mimesisartmuseum.co.kr,031-761-4100,False,False,False,False,True,False,,,,True,False,,False,False,False,False,2,2013,2025,12,수도권,경기 파주시,8.443761913330354,4.68213122712422,3.258096538021482,3.367295829986474,8.45553053102413,2.302585092994046,10.292179440058462,4.74493212836325
미술관,KCDMART25N000000116,백영수미술관,경기,의정부시,호원동,호원1동,127.0444061,37.71368025,2018-04-20,2018.04.20,day,264.0,2025-12-31,2026-06-10,467.0,30.0,42.0,6.0,0.0,,,,3.0,1.0,,250.0,1.0,1496.0,6.0,X,X,blog.naver.com/pysmuseum,031-873-4613,False,False,False,False,False,False,,,,False,False,,False,False,False,False,0,2018,2025,7,수도권,경기 의정부시,6.148468295917647,3.4339872044851463,3.7612001156935624,1.9459101490553132,5.5254529391317835,0.6931471805599453,7.311218384419629,1.9459101490553132
미술관,KCDMART25N000000117,보름산미술관,경기,김포시,고촌읍 신곡리,고촌읍,126.760888,37.59637231,2009-05-30,2009.05.30,day,268.0,2025-12-31,2026-06-10,2443.0,,43.0,8.0,0.0,,,,4.0,,2.0,1200.0,5.0,13400.0,50.0,X,X,www.boroomsan.com,031-986-2583,False,False,,False,False,False,,,,False,,False,False,False,False,False,0,2009,2025,16,수도권,경기 김포시,7.8013913202914855,,3.784189633918261,2.1972245773362196,7.0909098220799835,1.791759469228055,9.503084610020228,3.9318256327243257
미술관,KCDMART25N000000118,블루메미술관,경기,파주시,탄현면 법흥리,탄현면,126.6966333,37.78932541,2013-04-05,2013.04.05,day,156.0,2025-12-31,2026-06-10,1852.0,77.0,,12.0,0.0,,,,6.0,2.0,,,11.0,3624.0,23.0,X,X,www.bmca.or.kr,031-944-6324,True,False,False,,False,False,,,,False,False,,,False,False,False,1,2013,2025,12,수도권,경기 파주시,7.52456122628536,4.356708826689592,,2.5649493574615367,,2.4849066497880004,8.195609567288775,3.1780538303479458
미술관,KCDMART25N000000119,서호미술관,경기,남양주시,화도읍 금남리,화도읍,127.3515098,37.63270861,2007-12-07,2007.12.07,day,361.0,2025-12-31,2026-06-10,2118.0,14.0,14.0,12.0,0.0,,,,6.0,1.0,,251.0,14.0,5054.0,14.0,X,X,www.seohoart.com,031-592-1865,False,False,False,False,False,False,,,,False,False,,False,False,False,False,0,2007,2025,18,수도권,경기 남양주시,7.6586995582682995,2.70805020110221,2.70805020110221,2.5649493574615367,5.529429087511423,2.70805020110221,8.528133131454572,2.70805020110221
미술관,KCDMART25N000000120,선바위미술관,경기,과천시,과천동,과천동,126.9993028,37.45177261,2004-12-20,2004.12.20,day,100.0,2025-12-31,2026-06-10,2572.0,124.0,,2.0,0.0,,,,1.0,,,,,100.0,1.0,X,X,www.seonbawi.com,02-507-8588,True,False,False,,False,False,,,,False,,,,,False,False,1,2004,2025,21,수도권,경기 과천시,7.8528278122817445,4.8283137373023015,,1.0986122886681098,,,4.61512051684126,0.6931471805599453
미술관,KCDMART25N000000121,설미재미술관,경기,가평군,설악면 신천리,설악면,127.482238,37.66088468,2013-07-08,2013.07.08,day,300.0,2025-12-31,2026-06-10,11220.0,50.0,,4.0,0.0,,,,2.0,,,139.0,15.0,1050.0,4.0,X,X,www.artsm.kr,031-585-6276,False,False,False,,False,False,,,,False,,,False,False,False,False,0,2013,2025,12,수도권,경기 가평군,9.325542301664866,3.9318256327243257,,1.6094379124341003,4.941642422609304,2.772588722239781,6.957497370876951,1.6094379124341003
미술관,KCDMART25N000000122,소다미술관,경기,화성시,안녕동,화산동,127.006088,37.20162012,2014-10-01,2014.10.01,day,252.0,2025-12-31,2026-06-10,6563.0,42.0,,14.0,0.0,,,,7.0,2.0,,,12.0,8348.0,33.0,O,O,museumsoda.org,070-8915-9127,False,False,False,,False,False,,,,False,False,,,False,False,False,0,2014,2025,11,수도권,경기 화성시,8.789355452209982,3.7612001156935624,,2.70805020110221,,2.5649493574615367,9.029897050194,3.5263605246161616
미술관,KCDMART25N000000123,소전미술관,경기,시흥시,대야동,대야동,126.7855012,37.45196809,1996-05-09,1996.05.09,day,299.0,2025-12-31,2026-06-10,3082.0,53.0,85.0,6.0,0.0,,,,3.0,,,9410.0,3.0,74750.0,250.0,X,X,www.sojeonmuseum.org,031-313-1211,False,False,False,False,False,False,,,,False,,,False,False,False,False,0,1996,2025,29,수도권,경기 시흥시,8.03365842788615,3.9889840465642745,4.454347296253507,1.9459101490553132,9.149634496858788,1.3862943611198906,11.22191786908987,5.5254529391317835
미술관,KCDMART25N000000124,아트린뮤지움,경기,파주시,광탄면 기산리,광탄면,126.9164736,37.77377192,2019-11-18,2019.11.18,day,317.0,2025-12-31,2026-06-10,7759.0,,27.0,6.0,0.0,,,,3.0,1.0,,500.0,17.0,5625.0,18.0,X,X,artrin.modoo.at,031-946-6428,False,False,,False,False,False,,,,False,False,,False,False,False,False,0,2019,2025,6,수도권,경기 파주시,8.956737613177264,,3.332204510175204,1.9459101490553132,6.2166061010848646,2.8903717578961645,8.635153989049803,2.9444389791664403
미술관,KCDMART25N000000125,아트센터 화이트블럭,경기,파주시,탄현면 법흥리,탄현면,126.6994019,37.78889328,2009-04-01,2009.04.01,day,350.0,2025-12-31,2026-06-10,1570.0,27.0,34.0,12.0,0.0,,,,6.0,,,2150.0,7.0,21624.0,62.0,X,X,whiteblock.org,031-992-4400,False,False,False,False,False,False,,,,False,,,False,False,False,False,0,2009,2025,16,수도권,경기 파주시,7.359467638255621,3.332204510175204,3.5553480614894135,2.5649493574615367,7.67368812926773,2.0794415416798357,9.98160533180008,4.143134726391533
미술관,KCDMART25N000000126,안상철미술관,경기,양주시,백석읍 기산리,백석읍,126.9570517,37.77838492,2008-10-01,2008.10.01,day,220.0,2025-12-31,2026-06-10,1501.0,64.0,,10.0,0.0,,,,5.0,2.0,,,5.0,3638.0,17.0,O,X,www.ahnsangchul.co.kr/museum/museum_main.html,031-874-0734,False,False,False,,False,False,,,,False,False,,,False,False,False,0,2008,2025,17,수도권,경기 양주시,7.31455283232408,4.174387269895637,,2.3978952727983707,,1.791759469228055,8.19946419761216,2.8903717578961645
미술관,KCDMART25N000000127,권숙자 안젤리미술관,경기,용인시,이동읍 묵리,이동읍,127.2313126,37.18451155,2015-05-16,2015.05.16,day,310.0,2025-12-31,2026-06-10,2990.0,198.0,100.0,14.0,0.0,,,,7.0,,3.0,15000.0,12.0,6000.0,19.0,O,X,www.ageliartmuseum.net,031-323-1968,False,False,False,False,False,False,,,,False,,False,False,False,False,False,0,2015,2025,10,수도권,경기 용인시,8.003363058629947,5.293304824724492,4.61512051684126,2.70805020110221,9.61587214452889,2.5649493574615367,8.699681400989514,2.995732273553991
미술관,KCDMART25N000000128,엄미술관,경기,화성시,봉담읍 수기리,봉담읍,126.9793812,37.20553707,2015-09-17,2015.09.17,day,254.0,2025-12-31,2026-06-10,936.0,38.0,20.0,12.0,0.0,,,,6.0,1.0,,2500.0,6.0,3012.0,12.0,X,X,www.ummuseum.com,031-222-9188,False,False,False,False,False,False,,,,False,False,,False,False,False,False,0,2015,2025,10,수도권,경기 화성시,6.842683282238422,3.6635616461296463,3.044522437723423,2.5649493574615367,7.824445930877619,1.9459101490553132,8.0106915391303,2.5649493574615367
미술관,KCDMART25N000000129,엠엠아트센터(휴관),경기,평택시,포승읍 도곡리,포승읍,126.8553399,36.99289868,2022-03-31,2022.03.31,day,0.0,2025-12-31,2026-06-10,1061.0,66.0,49.0,0.0,0.0,,,,0.0,,,350.0,,,,X,O,www.mmartcenter.com,031-647-3359,True,False,False,False,False,False,,,,False,,,False,,,,1,2022,2025,3,수도권,경기 평택시,6.967909201801884,4.204692619390966,3.912023005428146,0.0,5.860786223465865,,,
미술관,KCDMART25N000000130,여주미술관,경기,여주시,점봉동,여흥동,127.6375866,37.26353502,2019-05-28,2019.05.28,day,241.0,2025-12-31,2026-06-10,15000.0,153.0,35.0,26.0,0.0,,,,13.0,,2.0,3032.0,9.0,1072.0,4.0,X,X,yeojuartmuseum.com,031-884-8803,False,False,False,False,True,False,,,,True,,False,False,False,False,False,2,2019,2025,6,수도권,경기 여주시,9.61587214452889,5.0369526024136295,3.58351893845611,3.295836866004329,8.017307507688582,2.302585092994046,6.9782137426306985,1.6094379124341003
미술관,KCDMART25N000000131,영은미술관,경기,광주시,쌍령동,쌍령동,127.268748,37.41355842,2000-11-04,2000.11.04,day,200.0,2025-12-31,2026-06-10,62341.0,133.0,72.0,34.0,0.0,,,,17.0,1.0,,45000.0,3.0,2579.0,13.0,X,X,www.youngeunmuseum.org,031-761-0137,False,True,False,False,True,False,,,,True,False,,True,False,False,False,4,2000,2025,25,수도권,경기 광주시,11.04039063493696,4.897839799950911,4.290459441148391,3.5553480614894135,10.714439990727769,1.3862943611198906,7.855544677915663,2.6390573296152584
미술관,KCDMART25N000000132,유리섬미술관,경기,안산시,대부남동,대부동,126.6024191,37.21975458,2012-06-29,2012.06.29,day,310.0,2025-12-31,2026-06-10,40974.0,420.0,27.0,16.0,0.0,,,,8.0,3.0,,,5.0,35000.0,113.0,X,X,www.glassisland.co.kr,032-885-6262,False,True,False,False,False,False,,,,False,False,,,False,False,False,1,2012,2025,13,수도권,경기 안산시,10.62071740361203,6.042632833682381,3.332204510175204,2.833213344056216,,1.791759469228055,10.463131911491967,4.736198448394496
미술관,KCDMART25N000000133,이함미술관,경기,양평군,강하면 전수리,강하면,127.4251122,37.50213141,2022-07-19,2022.07.19,day,200.0,2025-12-31,2026-06-10,10868.0,19.0,,10.0,0.0,,,,5.0,,,,,39457.0,197.0,X,O,www.ehamcampus.com,031-773-7888,False,False,False,,False,False,,,,False,,,,,False,False,0,2022,2025,3,수도권,경기 양평군,9.293669979563187,2.995732273553991,,2.3978952727983707,,,10.582992094054914,5.288267030694535
미술관,KCDMART25N000000134,일지미술관,경기,가평군,조종면 현리,조종면,127.3453796,37.83281026,2007-07-19,2007.07.19,day,350.0,2025-12-31,2026-06-10,7180.0,84.0,,4.0,0.0,,,,2.0,,,,,430.0,1.0,X,X,blog.naver.com/ilji-museum,031-585-0180,False,False,False,,False,False,,,,False,,,,,False,False,0,2007,2025,18,수도권,경기 가평군,8.879193928110318,4.442651256490317,,1.6094379124341003,,,6.066108090103747,0.6931471805599453
미술관,KCDMART25N000000135,종이미술관,경기,안산시,대부남동,대부동,126.5759889,37.22451241,2014-12-03,2014.12.03,day,317.0,2025-12-31,2026-06-10,5196.0,96.0,,8.0,0.0,,,,4.0,1.0,,,31.0,33000.0,104.0,X,X,www.종이미술관.com,032-887-0606,False,False,False,,False,False,,,,False,False,,,True,False,False,1,2014,2025,11,수도권,경기 안산시,8.555836815008442,4.574710978503383,,2.1972245773362196,,3.4657359027997265,10.404293143019792,4.653960350157523
미술관,KCDMART25N000000136,죽포미술관,경기,여주시,산북면 명품리,산북면,127.4426381,37.4100311,2001-05-14,2001.05.14,day,365.0,2025-12-31,2026-06-10,5111.0,,32.0,2.0,0.0,,,,1.0,,,150.0,,550.0,2.0,X,X,www.jpmuseum.co.kr,031-881-5905,False,False,,False,False,False,,,,False,,,False,,False,False,0,2001,2025,24,수도권,경기 여주시,8.53934599605737,,3.4965075614664802,1.0986122886681098,5.017279836814924,,6.311734809152915,1.0986122886681098
미술관,KCDMART25N000000137,콩세유미술관,경기,파주시,광탄면 용미리,광탄면,126.8790262,37.73897564,2021-08-24,2021.08.24,day,340.0,2025-12-31,2026-06-10,1241.0,90.0,26.0,6.0,0.0,,,,3.0,,,1000.0,3.0,5938.0,17.0,X,X,conseilartmuseum.org,031-949-0654,False,False,False,False,False,False,,,,False,,,False,False,False,False,0,2021,2025,4,수도권,경기 파주시,7.124478262493424,4.51085950651685,3.295836866004329,1.9459101490553132,6.90875477931522,1.3862943611198906,8.68929604801586,2.8903717578961645
미술관,KCDMART25N000000138,포마자동차디자인미술관,경기,고양시,향동동,화전동,126.8964642,37.59181863,2016-03-15,2016.03.15,day,303.0,2025-12-31,2026-06-10,2836.0,130.0,51.0,22.0,0.0,,,,11.0,2.0,4.0,1000.0,6.0,577.0,2.0,X,X,foma.kr,02-3158-4661,False,False,False,False,False,False,,,,True,False,False,False,False,False,False,1,2016,2025,9,수도권,경기 고양시,7.950502434808851,4.875197323201151,3.9512437185814275,3.1354942159291497,6.90875477931522,1.9459101490553132,6.359573868672378,1.0986122886681098
미술관,KCDMART25N000000139,한강뮤지엄,경기,남양주시,와부읍 팔당리,와부읍,127.2366764,37.55345383,2019-08-29,2019.08.29,day,360.0,2025-12-31,2026-06-10,1200.0,62.0,52.0,12.0,0.0,,,,6.0,1.0,,50.0,3.0,20103.0,56.0,X,X,hangangmuseum.com,031-577-2977,False,False,False,False,False,False,,,,False,False,,False,False,False,False,0,2019,2025,6,수도권,경기 남양주시,7.0909098220799835,4.143134726391533,3.970291913552122,2.5649493574615367,3.9318256327243257,1.3862943611198906,9.908674079223427,4.04305126783455
미술관,KCDMART25N000000140,한국미술관,경기,용인시,마북동,마북동,127.1319669,37.30896613,1983-03-01,1983.03.01,day,309.0,2025-12-31,2026-06-10,1649.0,83.0,83.0,10.0,0.0,,,,5.0,1.0,,2000.0,3.0,1280.0,4.0,X,X,www.hartm.com,031-283-6418,False,False,False,False,False,False,,,,False,False,,False,False,False,False,0,1983,2025,42,수도권,경기 용인시,7.408530566894626,4.430816798843313,4.430816798843313,2.3978952727983707,7.601402334583733,1.3862943611198906,7.155396301896734,1.6094379124341003
미술관,KCDMART25N000000141,한향림도자미술관,경기,파주시,탄현면 법흥리,탄현면,126.7011952,37.7889619,2018-10-12,2018.10.12,day,268.0,2025-12-31,2026-06-10,1795.0,107.0,50.0,10.0,0.0,,,,5.0,1.0,,,6.0,7000.0,26.0,X,X,hhlceramicmuseum.modoo.at,070-8872-0432,False,False,False,False,False,False,,,,False,False,,,False,False,False,0,2018,2025,7,수도권,경기 파주시,7.493317248862145,4.68213122712422,3.9318256327243257,2.3978952727983707,,1.9459101490553132,8.853808274977197,3.295836866004329
미술관,KCDMART25N000000142,해움미술관,경기,수원시,교동,매교동,127.0149964,37.2722582,2013-09-11,2013.09.11,day,193.0,2025-12-31,2026-06-10,387.0,,,8.0,0.0,,,,4.0,,2.0,,3.0,2250.0,12.0,X,X,www.haeum.kr,031-252-9194,False,False,,,False,False,,,,False,,False,,False,False,False,0,2013,2025,12,수도권,경기 수원시,5.961005339623274,,,2.1972245773362196,,1.3862943611198906,7.719129840906732,2.5649493574615367
미술관,KCDMART25N000000143,현대어린이책미술관 MOKA,경기,성남시,백현동,백현동,127.1120171,37.39279369,2015-08-21,2015.08.21,day,310.0,2025-12-31,2026-06-10,2656.0,274.0,371.0,42.0,0.0,,,,21.0,,,6000.0,45.0,91563.0,295.0,O,X,www.hmoka.org,031-5170-3700,False,False,False,True,True,False,,,,True,,,False,True,False,False,4,2015,2025,10,수도권,경기 성남시,7.884952945759814,5.616771097666572,5.918893854273146,3.7612001156935624,8.699681400989514,3.828641396489095,11.424793460311896,5.69035945432406
미술관,KCDMART25N000000144,현대어린이책미술관 MOKA GARDEN,경기,남양주시,다산동,다산1동,127.1524291,37.61625793,2020-11-06,2020.11.06,day,363.0,2025-12-31,2026-06-10,668.0,169.0,230.0,24.0,0.0,,,,12.0,4.0,,2000.0,33.0,329874.0,906.0,O,O,www.hmoka.org,031-8078-2900,False,False,False,True,True,False,,,,True,True,,False,True,True,True,7,2020,2025,5,수도권,경기 남양주시,6.505784060128229,5.135798437050262,5.442417710521793,3.2188758248682006,7.601402334583733,3.5263605246161616,12.706469073805625,6.810142450115136
미술관,KCDMART25N000000145,K&L 뮤지엄,경기,과천시,과천동,과천동,127.0018017,37.45439481,2023-06-15,2023.06.15,day,365.0,2025-12-31,2026-06-10,549.0,,48.0,8.0,0.0,,,,4.0,,,350.0,24.0,8000.0,22.0,O,X,www.kandlmuseum.com,02-502-5849,False,False,,False,False,False,,,,False,,,False,False,False,False,0,2023,2025,2,수도권,경기 과천시,6.309918278226516,,3.8918202981106265,2.1972245773362196,5.860786223465865,3.2188758248682006,8.987321812850125,3.1354942159291497
미술관,KCDMART25N000000146,DIMA 아트센터,경기,안성시,삼죽면 진촌리,삼죽면,127.3533373,37.06237083,2013-02-28,2013.02.28,day,250.0,2025-12-31,2026-06-10,1138050.0,64.0,82.0,4.0,0.0,,,,2.0,,,,1.0,2980.0,12.0,X,X,art.dima.ac.kr,031-670-6938,False,True,False,False,False,False,,,,False,,,,False,False,False,1,2013,2025,12,수도권,경기 안성시,13.94482770812996,4.174387269895637,4.418840607796598,1.6094379124341003,,0.6931471805599453,8.000014093678072,2.5649493574615367
미술관,KCDMART25N000000147,KUMA 계원예술대학교 미술관,경기,의왕시,내손동,내손1동,126.9818215,37.37947065,2004-11-24,2004.11.24,day,300.0,2025-12-31,2026-06-10,325.0,,,4.0,0.0,,,,2.0,,,,,3000.0,10.0,X,X,www.kaywon.ac.kr,031-420-1735,False,False,,,False,False,,,,False,,,,,False,False,0,2004,2025,21,수도권,경기 의왕시,5.786897381366708,,,1.6094379124341003,,,8.006700845440367,2.3978952727983707
미술관,KCDMART25N000000148,갤러리 우촌(미술관),경기,성남시,상적동,고등동,127.0814784,37.43372945,2013-10-18,2013.10.18,day,322.0,2025-12-31,2026-06-10,165000.0,370.0,,4.0,0.0,,,,2.0,,,,2.0,77414.0,240.0,X,X,www.sbg.ac.kr,031-724-1661,False,True,False,,False,False,,,,False,,,,False,False,False,1,2013,2025,12,수도권,경기 성남시,12.013706813470414,5.916202062607435,,1.6094379124341003,,1.0986122886681098,11.256935839250938,5.484796933490655
미술관,KCDMART25N000000149,강릉시립미술관,강원,강릉시,교동,교1동,128.8908531,37.76055328,2013-07-01,2013.07.01,day,224.0,2025-12-31,2026-06-10,2729.0,23.0,13.0,3.0,2.0,,1.0,,,,,,9.0,26054.0,116.0,X,X,www.gn.go.kr/mu,033-640-4271,False,False,False,False,False,False,,False,,,,,,False,False,False,0,2013,2025,12,강원권,강원 강릉시,7.912056888179006,3.1780538303479458,2.6390573296152584,1.3862943611198906,,2.302585092994046,10.167964967343314,4.762173934797756
미술관,KCDMART25N000000150,공립인제내설악미술관,강원,인제군,북면 한계리,북면,128.2534447,38.14548209,2012-10-06,2012.10.06,day,310.0,2025-12-31,2026-06-10,666.0,50.0,57.0,3.0,0.0,,1.0,,,,,360.0,5.0,8262.0,27.0,X,X,www.inama.co.kr,033-463-4081,False,False,False,False,False,False,,False,,,,,False,False,False,False,0,2012,2025,13,강원권,강원 인제군,6.502790045915623,3.9318256327243257,4.060443010546419,1.3862943611198906,5.8888779583328805,1.791759469228055,9.019542996701185,3.332204510175204
미술관,KCDMART25N000000151,양구군립 박수근미술관,강원,양구군,양구읍 정림리,양구읍,127.9816158,38.09617511,2002-10-25,2002.10.25,day,315.0,2025-12-31,2026-06-10,53507.0,278.0,86.0,4.0,0.0,1.0,,,,,,750.0,10.0,38407.0,122.0,X,X,www.parksookeun.or.kr,033-480-7226,False,True,False,False,False,False,False,,,,,,False,False,False,False,1,2002,2025,23,강원권,강원 양구군,10.887586454415477,5.631211781821365,4.465908118654584,1.6094379124341003,6.621405651764134,2.3978952727983707,10.556021050210775,4.812184355372417
미술관,KCDMART25N000000152,진부령미술관,강원,고성군,북면 용대리,북면,128.3586283,38.26543679,2004-12-20,2004.12.20,day,271.0,2025-12-31,2026-06-10,1807.0,,,3.0,1.0,,1.0,,,,,,,9989.0,37.0,X,X,gwgs.go.kr/tour/index.do,033-681-7667,False,False,,,False,False,,False,,,,,,,False,False,0,2004,2025,21,강원권,강원 고성군,7.4999765409521215,,,1.3862943611198906,,,9.2093398716426,3.6375861597263857
미술관,KCDMART25N000000153,춘천미술관,강원,춘천시,옥천동,소양동,127.7313736,37.88237413,2000-12-21,2000.12.21,day,322.0,2025-12-31,2026-06-10,3579.0,,,1.0,0.0,,1.0,,,,,,7.0,15134.0,47.0,X,X,ccart.or.kr,033-241-1856,False,False,,,False,False,,False,,,,,,False,False,False,0,2000,2025,25,강원권,강원 춘천시,8.183118079394745,,,0.6931471805599453,,2.0794415416798357,9.624765221455819,3.871201010907891
미술관,KCDMART25N000000154,KT&G 상상마당 춘천 아트갤러리,강원,춘천시,삼천동,강남동,127.7021312,37.87361574,2014-08-25,2014.08.25,day,302.0,2025-12-31,2026-06-10,12914.0,176.0,18.0,32.0,0.0,,,,16.0,2.0,7.0,1668.0,14.0,58082.0,192.0,X,X,www.sangsangmadang.com,070-7586-0539,False,False,False,False,True,False,,,,True,False,False,False,False,False,False,2,2014,2025,11,강원권,강원 춘천시,9.46614470552994,5.176149732573829,2.9444389791664403,3.4965075614664802,7.419979923661835,2.70805020110221,10.969628301057275,5.262690188904886
미술관,KCDMART25N000000155,국제현대미술관,강원,영월군,영월읍 삼옥리,영월읍,128.5069046,37.20840182,2000-11-02,2000.11.02,day,310.0,2025-12-31,2026-06-10,9203.0,90.0,60.0,10.0,0.0,,,,5.0,1.0,1.0,500.0,21.0,8508.0,27.0,X,X,www.ywmuseum.com/museum/index.do?museum_no=15,033-375-2752,False,False,False,False,False,False,,,,False,False,False,False,False,False,False,0,2000,2025,25,강원권,강원 영월군,9.127393451155257,4.51085950651685,4.110873864173311,2.3978952727983707,6.2166061010848646,3.091042453358316,9.048879705849558,3.332204510175204
미술관,KCDMART25N000000156,내설악백공미술관,강원,인제군,북면 용대리,북면,128.3622434,38.21337936,2011-08-07,2011.08.07,day,300.0,2025-12-31,2026-06-10,18178.0,,,2.0,0.0,,,,1.0,,,,,1000.0,3.0,X,X,www.baekgong.com,033-461-2780,False,False,,,False,False,,,,False,,,,,False,False,0,2011,2025,14,강원권,강원 인제군,9.808022360718061,,,1.0986122886681098,,,6.90875477931522,1.3862943611198906
미술관,KCDMART25N000000157,뮤지엄 산(청조갤러리),강원,원주시,지정면 월송리,지정면,127.8234091,37.41533258,2013-05-12,2013.05.12,day,322.0,2025-12-31,2026-06-10,71172.0,362.0,35.0,102.0,0.0,,,,51.0,,,3524.0,24.0,279713.0,869.0,O,O,www.museumsan.org,033-730-9000~1,False,True,False,False,True,False,,,,True,,,False,False,True,True,5,2013,2025,12,강원권,강원 원주시,11.172868811997306,5.8944028342648505,3.58351893845611,4.634728988229636,8.16763571524637,3.2188758248682006,12.541522931566298,6.76849321164863
미술관,KCDMART25N000000158,바우지움조각미술관,강원,고성군,토성면 원암리,토성면,128.5151879,38.2123919,2015-06-20,2015.06.20,day,313.0,2025-12-31,2026-06-10,914.0,123.0,27.0,10.0,0.0,,,,5.0,,,,5.0,20000.0,64.0,X,X,www.bauzium.co.kr,033-632-6632,False,False,False,False,False,False,,,,False,,,,False,False,False,0,2015,2025,10,강원권,강원 고성군,6.818924065275521,4.820281565605037,3.332204510175204,2.3978952727983707,,1.791759469228055,9.90353755128617,4.174387269895637
미술관,KCDMART25N000000159,석봉도자기미술관,강원,속초시,교동,교동,128.5825097,38.19796125,1997-10-02,1997.10.02,day,300.0,2025-12-31,2026-06-10,1334.0,414.0,130.0,8.0,0.0,,,,4.0,1.0,,1105.0,25.0,7000.0,23.0,X,O,www.dogong.net,033-638-7711,False,False,False,False,False,False,,,,False,False,,False,False,False,False,0,1997,2025,28,강원권,강원 속초시,7.19668657083435,6.028278520230698,4.875197323201151,2.1972245773362196,7.00850518208228,3.258096538021482,8.853808274977197,3.1780538303479458
미술관,KCDMART25N000000160,오랜미래신화미술관(휴관),강원,원주시,문막읍 취병리,문막읍,127.7697485,37.35008342,2008-10-25,2008.10.25,day,0.0,2025-12-31,2026-06-10,995.0,20.0,,2.0,0.0,,,,1.0,,,,,,,X,X,myth-art.net,033-746-5256,True,False,False,,False,False,,,,False,,,,,,,1,2008,2025,17,강원권,강원 원주시,6.903747257584598,3.044522437723423,,1.0986122886681098,,,,
